session_name,model_name,shot_strategy,planning,time
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,5
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,6
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,7
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,5
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,5
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,6
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,5
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,5
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,7
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,3
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,6
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,3
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,5
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,6
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,6
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,5
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,6
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,4
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,3
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,15
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,5
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,6
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,6
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,16
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,4
Session-2025-07-07-09-47-32,claude-sonnet-4-20250514,oneshot,0,4
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,9
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,8
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,5
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,7
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,7
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,11
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,8
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,7
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,8
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,9
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,6
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,8
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,6
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,9
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,6
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,7
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,9
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,7
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,9
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,8
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,8
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,6
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,9
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,6
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,8
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,7
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,7
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,7
Session-2025-07-07-09-57-01,claude-sonnet-4-20250514,oneshot,1,5
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,9
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,8
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,3
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,8
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,7
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,6
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,7
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,8
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,8
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,9
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,5
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,5
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,5
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,12
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,4
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,4
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,5
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,6
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,8
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,8
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,8
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,3
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,5
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,5
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,7
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,8
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,6
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,4
Session-2025-07-07-10-06-22,gpt-4.1-mini,oneshot,1,5
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,11
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,11
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,4
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,18
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,23
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,9
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,8
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,8
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,8
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,13
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,8
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,7
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,6
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,17
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,9
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,20
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,10
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,15
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,11
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,10
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,11
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,4
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,6
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,18
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,15
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,17
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,22
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,5
Session-2025-07-07-10-12-33,gemini-2.5-flash,oneshot,1,3
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,12
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,15
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,4
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,10
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,15
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,12
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,11
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,9
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,8
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,26
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,8
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,10
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,5
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,10
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,8
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,28
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,15
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,22
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,10
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,17
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,17
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,6
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,12
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,11
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,11
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,15
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,10
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,13
Session-2025-07-07-10-18-54,gemini-2.5-flash,fewshot,0,10
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,7
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,7
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,3
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,5
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,3
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,5
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,4
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,7
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,5
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,10
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,5
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,6
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,3
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,7
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,5
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,5
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,4
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,5
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,9
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,7
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,5
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,2
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,1
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,4
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,5
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,6
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,4
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,2
Session-2025-07-07-10-26-12,gpt-4.1-mini,fewshot,0,2
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,7
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,8
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,5
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,5
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,5
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,6
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,5
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,6
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,22
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,6
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,4
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,29
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,6
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,7
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,21
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,6
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,20
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,7
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,6
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,25
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,6
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,4
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,27
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,4
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,22
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,9
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,4
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,24
Session-2025-07-07-10-29-57,claude-sonnet-4-20250514,fewshot,0,3
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,10
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,6
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,29
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,9
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,7
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,29
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,7
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,7
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,28
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,9
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,8
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,27
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,6
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,8
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,30
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,7
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,9
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,25
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,7
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,7
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,29
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,7
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,8
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,30
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,9
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,8
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,27
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,9
Session-2025-07-07-10-35-31,claude-sonnet-4-20250514,fewshot,1,8
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,9
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,7
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,4
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,5
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,7
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,7
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,6
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,7
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,9
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,10
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,8
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,5
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,4
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,7
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,4
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,7
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,6
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,7
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,12
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,6
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,7
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,3
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,5
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,5
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,6
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,8
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,7
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,4
Session-2025-07-07-10-43-57,gpt-4.1-mini,fewshot,1,5
Session-2025-07-07-10-47-33,gemini-2.5-flash,fewshot,1,12
Session-2025-07-07-10-47-33,gemini-2.5-flash,fewshot,1,16
Session-2025-07-07-10-47-33,gemini-2.5-flash,fewshot,1,6
Session-2025-07-07-10-47-33,gemini-2.5-flash,fewshot,1,14
Session-2025-07-07-10-47-33,gemini-2.5-flash,fewshot,1,15
Session-2025-07-07-10-47-33,gemini-2.5-flash,fewshot,1,14
Session-2025-07-07-10-47-33,gemini-2.5-flash,fewshot,1,9
Session-2025-07-07-10-47-33,gemini-2.5-flash,fewshot,1,20
Session-2025-07-07-10-47-33,gemini-2.5-flash,fewshot,1,7
Session-2025-07-07-10-47-33,gemini-2.5-flash,fewshot,1,25
Session-2025-07-07-10-47-33,gemini-2.5-flash,fewshot,1,10
Session-2025-07-07-10-47-33,gemini-2.5-flash,fewshot,1,8
Session-2025-07-07-10-47-33,gemini-2.5-flash,fewshot,1,5
Session-2025-07-07-10-47-33,gemini-2.5-flash,fewshot,1,9
Session-2025-07-07-10-47-33,gemini-2.5-flash,fewshot,1,5
Session-2025-07-07-10-47-33,gemini-2.5-flash,fewshot,1,21
Session-2025-07-07-10-47-33,gemini-2.5-flash,fewshot,1,7
Session-2025-07-07-10-47-33,gemini-2.5-flash,fewshot,1,13
Session-2025-07-07-10-47-33,gemini-2.5-flash,fewshot,1,11
Session-2025-07-07-10-47-33,gemini-2.5-flash,fewshot,1,22
